RmType,Technical,Term,Subject,CourseName,Section,DaysMet,DaysWK,Duration,HoursPerWeek,Building,RmID,Enrollment,SeatCapacity
Teaching LabSm,1,2013-3Fall,CHEM,CHEM 22000,00_17,F,1,4,4,K,K 301,14,0.88
Teaching LabSm,1,2013-3Fall,CHEM,CHEM 22000,00_02,M,1,4,4,K,K 302,14,0.88
Teaching LabSm,1,2013-3Fall,CHEM,CHEM 22000,00_18,F,1,4,4,K,K 302,14,0.88
Teaching LabSm,1,2013-3Fall,CHEM,CHEM 22000,00_11,W,1,4,4,K,K 311,14,0.88
Teaching LabSm,1,2013-3Fall,CHEM,CHEM 22000,00_15,R,1,4,4,K,K 311,14,0.88
Teaching LabSm,1,2013-3Fall,CHEM,CHEM 22000,00_20,F,1,4,4,K,K 312,14,0.88
Teaching LabSm,1,2013-3Fall,CHEM,CHEM 12100,00_42,T,1,4,4,K,K 205,14,0.88
Teaching LabSm,1,2013-3Fall,CHEM,CHEM 12100,00_43,W,1,4,4,K,K 205,14,0.88
Teaching LabSm,1,2013-3Fall,CHEM,CHEM 11100,01_10,W,1,4,4,K,K 202,14,0.88
Teaching LabSm,1,2013-3Fall,CHEM,CHEM 11100,02_30,W,1,4,4,K,K 212,14,0.88
Teaching LabSm,1,2013-3Fall,CHEM,CHEM 10100,00_45,F,1,4,4,K,K 205,14,0.88
Teaching LabSm,1,2013-3Fall,CHEM,CHEM 10100,00_25,T,1,4,4,K,K 211,14,0.88
Teaching LabSm,1,2013-3Fall,PHYS,PHYS 14100,00_01,W,1,4,4,KPTC,KPTC 216,13,0.81
Teaching LabSm,1,2013-3Fall,CHEM,CHEM 11100,01_05,T,1,4,4,K,K 201,13,0.81
Teaching LabSm,1,2013-3Fall,CHEM,CHEM 11100,01_13,R,1,4,4,K,K 201,13,0.81
Teaching LabSm,1,2013-3Fall,CHEM,CHEM 22000,00_06,T,1,4,4,K,K 302,12,0.75
Teaching LabSm,1,2013-3Fall,GEOS,GEOS 32200,1,MWF,3,1,3,HGS,HGS 313,11,0.55
Teaching LabSm,1,2013-3Fall,GEOS,GEOS 26300,1,M,1,3,3,HGS,HGS 301,10,0.83
Teaching LabSm,1,2013-3Fall,GEOS,GEOS 21000,,T,1,3,3,HGS,HGS 313,10,0.5
Teaching LabSm,1,2013-3Fall,CHEM,CHEM 23000,00_21,M,1,4,4,K,K 312,10,0.63
Teaching LabSm,1,2013-3Fall,PHYS,PHYS 13100,BB_16,F,1,4,4,KPTC,KPTC 116,3,0.14
Teaching LabSm,1,2013-3Fall,NTSC,NTSC 10300,00_04,T,1,3,3,KPTC,KPTC 320,1,0.06
Teaching LabSm,1,2013-3Fall,NTSC,NTSC 10300,4,T,1,3,3,KPTC,KPTC 320,1,0.06
Teaching LabSm,1,2013-3Fall,PHSC,PHSC 13500,00_12,T,1,1.5,1.5,KPTC,KPTC 312,0,1
Teaching LabSm,1,2013-3Fall,PHSC,PHSC 13500,00_14,R,1,1.5,1.5,KPTC,KPTC 312,0,1
Teaching LabSm,1,2013-3Fall,PHSC,PHSC 13500,12,T,1,1.5,1.5,KPTC,KPTC 312,0,1
Teaching LabSm,1,2013-3Fall,PHSC,PHSC 13500,14,R,1,1.5,1.5,KPTC,KPTC 312,0,1
Teaching LabSm,1,2013-3Fall,NTSC,NTSC 10300,00_05,W,1,3,3,KPTC,KPTC 320,0,1
Teaching LabSm,1,2013-3Fall,NTSC,NTSC 10300,00_06,W,1,3,3,KPTC,KPTC 320,0,1
Teaching LabSm,1,2013-3Fall,NTSC,NTSC 10300,5,W,1,3,3,KPTC,KPTC 320,0,1
Teaching LabSm,1,2013-3Fall,NTSC,NTSC 10300,6,W,1,3,3,KPTC,KPTC 320,0,1
Teaching LabSm,1,2013-3Fall,GEOS,GEOS 26300,2,T,1,3,3,HGS,HGS 301,0,1
Teaching Lab - Advanced,2,2013-3Fall,CHEM,,,M,1,4,4,J,J 104,12,1
Teaching Lab - Advanced,2,2013-3Fall,CHEM,,,M,1,4,4,K,K 305,12,1
Teaching LabXL,1,2013-3Fall,PHYS,PHYS 26400,,M,1,1,1,KPTC,KPTC ,48,1
Teaching LabXL,1,2013-3Fall,PHSC,PHSC 11400,,M,1,1,1,KPTC,KPTC ,47,1
Teaching LabLg,1,2013-3Fall,PHYS,PHYS 13100,11,T,1,4,4,KPTC,KPTC ,23,1
Teaching LabLg,1,2013-3Fall,PHYS,PHYS 13100,4,R,1,4,4,KPTC,KPTC ,22,1
Teaching LabLg,1,2013-3Fall,PHYS,PHYS 13100,13,R,1,4,4,KPTC,KPTC ,22,1
Teaching LabLg,1,2013-3Fall,PHYS,PHYS 13100,14,F,1,4,4,KPTC,KPTC ,22,1
Teaching LabLg,1,2013-3Fall,PHYS,PHYS 12100,1,T,1,4,4,KPTC,KPTC ,22,1
Teaching LabLg,1,2013-3Fall,PHYS,PHYS 15400,3,R,1,4,4,KPTC,KPTC ,21,1
Teaching LabLg,1,2013-3Fall,PHYS,PHYS 13100,6,M,1,4,4,KPTC,KPTC ,21,1
Teaching LabLg,1,2013-3Fall,PHYS,PHYS 13100,15,R,1,4,4,KPTC,KPTC ,21,1
Teaching LabLg,1,2013-3Fall,PHYS,PHYS 12100,4,W,1,4,4,KPTC,KPTC ,21,1
Teaching LabLg,1,2013-3Fall,PHYS,PHYS 12100,6,R,1,4,4,KPTC,KPTC ,21,1
,1,2013-3Fall,PHYS,PHYS 13100,1,T,1,4,4,KPTC,KPTC ,20,1
,1,2013-3Fall,PHYS,PHYS 13100,2,W,1,4,4,KPTC,KPTC ,20,1
,1,2013-3Fall,PHYS,PHYS 12100,2,T,1,4,4,KPTC,KPTC ,20,1
,1,2013-3Fall,PHYS,PHYS 12100,3,W,1,4,4,KPTC,KPTC ,20,1
,1,2013-3Fall,PHYS,PHYS 12100,7,F,1,4,4,KPTC,KPTC ,20,1
Teaching LabMed,1,2013-3Fall,PHYS,PHYS 15400,4,R,1,4,4,KPTC,KPTC ,19,1
Teaching LabMed,1,2013-3Fall,PHYS,PHYS 13100,5,F,1,4,4,KPTC,KPTC ,19,1
Teaching LabMed,1,2013-3Fall,PHYS,PHYS 15400,2,W,1,4,4,KPTC,KPTC ,18,1
Teaching LabMed,1,2013-3Fall,PHYS,PHYS 15400,5,F,1,4,4,KPTC,KPTC ,18,1
Teaching LabMed,1,2013-3Fall,PHYS,PHYS 15400,6,F,1,4,4,KPTC,KPTC ,18,1
Teaching LabMed,1,2013-3Fall,PHYS,PHYS 13100,12,W,1,4,4,KPTC,KPTC ,18,1
Teaching LabMed,1,2013-3Fall,PHYS,PHYS 15400,1,W,1,4,4,KPTC,KPTC ,17,1
Teaching LabMed,1,2013-3Fall,PHYS,PHYS 14100,5,F,1,4,4,KPTC,KPTC ,17,1
Teaching LabMed,1,2013-3Fall,PHYS,PHYS 12100,5,R,1,4,4,KPTC,KPTC ,17,1
Teaching LabSm,1,2013-3Fall,PHSC,PHSC 11400,4,R,1,3,3,KPTC,KPTC ,16,1
Teaching LabSm,1,2013-3Fall,PHYS,PHYS 14100,2,W,1,4,4,KPTC,KPTC ,15,1
Teaching LabSm,1,2013-3Fall,PHYS,PHYS 14100,6,F,1,4,4,KPTC,KPTC ,15,1
Teaching LabSm,1,2013-3Fall,PHYS,PHYS 14100,3,R,1,4,4,KPTC,KPTC ,14,1
Teaching LabSm,1,2013-3Fall,PHYS,PHYS 14100,4,R,1,4,4,KPTC,KPTC ,14,1
Teaching LabSm,1,2013-3Fall,PHYS,PHYS 13100,3,R,1,4,4,KPTC,KPTC ,14,1
Teaching LabSm,1,2013-3Fall,PHSC,PHSC 11400,1,M,1,3,3,KPTC,KPTC ,14,1
Teaching LabSm,1,2013-3Fall,PHYS,PHYS 14100,1,W,1,4,4,KPTC,KPTC ,13,1
Seminar,0,2013-3Fall,PHSC,PHSC 11400,2,T,1,3,3,KPTC,KPTC ,9,1
Seminar,0,2013-3Fall,PHSC,PHSC 11400,3,W,1,3,3,KPTC,KPTC ,8,1
