RmType,Technical,Term,Subject,CourseName,Section,DaysMet,DaysWK,Duration,HoursPerWeek,Building,RmID,Enrollment,SeatCapacity
LectureMed,0,2016-1Winter,SOSC,SOSC 14200,5,R,1,1.5,1.5,K,K 107,18,0.06
Seminar,0,2016-1Winter,CAPP,CAPP 30122,1,MWF,3,1,3,KPTC,KPTC 106,15,0.07
AuditoriumLg,0,2016-1Winter,PHSC,PHSC 13600,0,MW,2,1.5,3,K,K 107,234,0.82
AuditoriumLg,0,2016-1Winter,PLSC,PLSC 27600,1,TR,2,1.5,3,K,K 107,203,0.71
AuditoriumLg,0,2016-1Winter,CHEM,CHEM 11200,1,MWF,3,1,3,K,K 107,183,0.64
AuditoriumLg,0,2016-1Winter,CHEM,CHEM 22100,0,TR,2,1.5,3,K,K 107,180,0.63
AuditoriumLg,0,2016-1Winter,PLSC,PLSC 28901,1,MW,2,1.5,3,K,K 120,172,0.99
AuditoriumLg,0,2016-1Winter,PHYS,PHYS 12200,1,TR,2,1.5,3,KPTC,KPTC 106,164,0.79
AuditoriumLg,0,2016-1Winter,CHEM,CHEM 11200,2,MWF,3,1,3,K,K 120,153,0.88
AuditoriumLg,0,2016-1Winter,HUMA,HUMA 17100,1,T,1,1.5,1.5,K,K 107,132,0.46
AuditoriumLg,0,2016-1Winter,PBPL,PBPL 22200,1,TR,2,1.5,3,K,K 120,130,0.75
AuditoriumLg,0,2016-1Winter,PHYS,PHYS 13200,AA,MWF,3,1,3,KPTC,KPTC 106,128,0.62
AuditoriumLg,0,2016-1Winter,STAT,STAT 24400,1,TR,2,1.5,3,K,K 120,110,0.63
AuditoriumLg,0,2016-1Winter,PHYS,PHYS 13200,BB,TR,2,1.5,3,KPTC,KPTC 106,109,0.52
LectureXL,0,2016-1Winter,CHEM,CHEM 20100,1,MWF,3,1,3,K,K 102,44,0.67
LectureXL,0,2016-1Winter,CHEM,CHEM 50001,1,TR,2,1.5,3,K,K 101,39,0.59
LectureLg,0,2016-1Winter,PHYS,PHYS 23600,1,MWF,3,1,3,KPTC,KPTC 103,35,0.71
LectureLg,0,2016-1Winter,MATH,MATH 20000,55,MWF,3,1,3,HGS,HGS 184,33,0.94
LectureLg,0,2016-1Winter,PHYS,PHYS 26500,1,TR,2,1.5,3,KPTC,KPTC 105,31,0.63
LectureLg,0,2016-1Winter,ASTR,ASTR 18100,1,WF,2,1.5,3,KPTC,KPTC 105,30,0.61
LectureLg,0,2016-1Winter,PHYS,PHYS 13200,,T,1,1,1,C,C 106,26,0.87
LectureLg,0,2016-1Winter,PHYS,PHYS 13200,,T,1,1,1,KPTC,KPTC 101,26,0.87
LectureLg,0,2016-1Winter,PHYS,PHYS 13200,,T,1,1,1,KPTC,KPTC 103,26,0.53
LectureLg,0,2016-1Winter,PHYS,PHYS 13200,,T,1,1,1,KPTC,KPTC 105,26,0.53
LectureLg,0,2016-1Winter,PHSC,PHSC 11200,,M,1,1,1,KPTC,KPTC 103,26,0.53
LectureLg,0,2016-1Winter,PHSC,PHSC 11200,,M,1,1,1,KPTC,KPTC 105,26,0.53
LectureLg,0,2016-1Winter,MATH,MATH 15200,51,MWF,3,1,3,KPTC,KPTC 101,25,0.83
LectureLg,0,2016-1Winter,PHYS,PHYS 12200,,M,1,1,1,C,C 101,24,0.8
LectureLg,0,2016-1Winter,PHYS,PHYS 12200,,M,1,1,1,C,C 106,24,0.8
LectureLg,0,2016-1Winter,PHYS,PHYS 12200,,M,1,1,1,C,C 110,24,0.8
LectureLg,0,2016-1Winter,PHYS,PHYS 12200,,M,1,1,1,KPTC,KPTC 101,24,0.8
LectureLg,0,2016-1Winter,PHYS,PHYS 12200,,M,1,1,1,KPTC,KPTC 103,24,0.49
LectureLg,0,2016-1Winter,PHYS,PHYS 12200,,M,1,1,1,KPTC,KPTC 105,24,0.49
LectureLg,0,2016-1Winter,MATH,MATH 20300,45,MWF,3,1,3,KPTC,KPTC 101,24,0.8
LectureLg,0,2016-1Winter,CHEM,CHEM 36400,1,TR,2,1.5,3,K,K 102,24,0.36
LectureLg,0,2016-1Winter,CHEM,CHEM 10200,0,MWF,3,1,3,K,K 101,23,0.35
LectureLg,0,2016-1Winter,PHYS,PHYS 13200,,W,1,1,1,C,C 106,22,0.73
LectureLg,0,2016-1Winter,PHYS,PHYS 13200,,W,1,1,1,KPTC,KPTC 101,22,0.73
LectureLg,0,2016-1Winter,PHYS,PHYS 13200,,W,1,1,1,KPTC,KPTC 103,22,0.45
LectureLg,0,2016-1Winter,PHYS,PHYS 13200,,W,1,1,1,KPTC,KPTC 105,22,0.45
LectureLg,0,2016-1Winter,MATH,MATH 15200,22,TR,2,1.5,3,HGS,HGS 184,22,0.63
LectureLg,0,2016-1Winter,PHYS,PHYS 14200,,W,1,1,1,KPTC,KPTC 103,21,0.43
LectureLg,0,2016-1Winter,PHYS,PHYS 14200,,W,1,1,1,KPTC,KPTC 105,21,0.43
LectureMed,0,2016-1Winter,CHEM,CHEM 36200,1,MWF,3,1,3,K,K 101,20,0.3
LectureMed,0,2016-1Winter,PHYS,PHYS 14200,,T,1,1,1,KPTC,KPTC 103,19,0.39
LectureMed,0,2016-1Winter,PHYS,PHYS 14200,,T,1,1,1,KPTC,KPTC 105,19,0.39
LectureMed,0,2016-1Winter,PBPL,PBPL 29070,1,MW,2,1.5,3,KPTC,KPTC 101,18,0.6
LectureMed,0,2016-1Winter,GEOS,GEOS 23800,1,MWF,3,1,3,HGS,HGS 184,18,0.51
LectureMed,0,2016-1Winter,GEOS,GEOS 13200,0,TR,2,1.5,3,HGS,HGS 184,18,0.51
Seminar,0,2016-1Winter,CHEM,CHEM 22100,2,F,1,1,1,K,K 102,14,0.21
Seminar,0,2016-1Winter,ASTR,ASTR 24200,1,MF,1,1.5,1.5,KPTC,KPTC 103,14,0.29
Seminar,0,2016-1Winter,CHEM,CHEM 22100,1,F,1,1,1,K,K 101,13,0.2
Seminar,0,2016-1Winter,CHEM,CHEM 22100,9,M,1,1,1,K,K 101,11,0.17
Seminar,0,2016-1Winter,CHEM,CHEM 22100,17,W,1,1,1,K,K 101,11,0.17
Seminar,0,2016-1Winter,CHEM,CHEM 22100,10,M,1,1,1,K,K 102,11,0.17
Seminar,0,2016-1Winter,CHEM,CHEM 33600,1,TR,2,1.5,3,K,K 102,10,0.15
Seminar,0,2016-1Winter,CHEM,CHEM 22100,13,T,1,1,1,K,K 101,10,0.15
Seminar,0,2016-1Winter,CHEM,CHEM 22100,14,T,1,1,1,K,K 102,10,0.15
Seminar,0,2016-1Winter,CHEM,CHEM 22100,18,W,1,1,1,K,K 102,10,0.15
Seminar,0,2016-1Winter,CHEM,CHEM 22100,5,R,1,1,1,K,K 101,9,0.14
Seminar,0,2016-1Winter,CHEM,CHEM 22100,6,R,1,1,1,K,K 102,9,0.14
Seminar,0,2016-1Winter,CHEM,CHEM 30600,1,MWF,3,1,3,K,K 102,7,0.11
Seminar,0,2016-1Winter,CHEM,CHEM 30200,1,TR,2,1.5,3,K,K 101,7,0.11
Seminar,0,2016-1Winter,GEOS,GEOS 24240,1,MWF,3,1,3,HGS,HGS 184,5,0.14
Seminar,0,2016-1Winter,MATH,MATH 13200,VV,TR,2,1.5,3,HGS,HGS 184,0,1
Seminar,0,2016-1Winter,MATH,MATH 13200,OO,TR,2,1.5,3,KPTC,KPTC 101,0,1
Seminar,0,2016-1Winter,MATH,MATH 13200,XX,TR,2,1.5,3,KPTC,KPTC 101,0,1
LectureMed,0,2016-1Winter,CHEM,CHEM 11200,5,R,1,1.5,1.5,K,K 103,19,0.76
LectureMed,0,2016-1Winter,CHEM,CHEM 11200,9,M,1,1.5,1.5,K,K 103,19,0.76
LectureMed,0,2016-1Winter,CHEM,CHEM 11200,2,F,1,1.5,1.5,K,K 106,19,0.76
LectureMed,0,2016-1Winter,CHEM,CHEM 11200,6,R,1,1.5,1.5,K,K 106,19,0.76
LectureMed,0,2016-1Winter,CHEM,CHEM 11200,10,M,1,1.5,1.5,K,K 106,19,0.76
LectureMed,0,2016-1Winter,CHEM,CHEM 11200,18,W,1,1.5,1.5,K,K 106,19,0.76
LectureMed,0,2016-1Winter,CHEM,CHEM 11200,13,T,1,1.5,1.5,K,K 103,18,0.72
LectureMed,0,2016-1Winter,CHEM,CHEM 11200,21,F,1,1,1,K,K 103,18,0.72
LectureMed,0,2016-1Winter,CHEM,CHEM 11200,29,M,1,1,1,K,K 103,18,0.72
LectureMed,0,2016-1Winter,CHEM,CHEM 11200,,T,1,1,1,K,K 103,18,0.72
LectureMed,0,2016-1Winter,CHEM,CHEM 11200,14,T,1,1.5,1.5,K,K 106,18,0.72
LectureMed,0,2016-1Winter,CHEM,CHEM 11200,26,R,1,1,1,K,K 106,18,0.72
LectureMed,0,2016-1Winter,CHEM,CHEM 11200,30,M,1,1,1,K,K 106,18,0.72
LectureMed,0,2016-1Winter,CHEM,CHEM 11200,34,T,1,1,1,K,K 106,18,0.72
LectureMed,0,2016-1Winter,GEOS,GEOS 25400,1,TR,2,1.5,3,HGS,HGS 180,17,0.94
LectureMed,0,2016-1Winter,CHEM,CHEM 11200,1,F,1,1.5,1.5,K,K 103,17,0.68
Seminar,0,2016-1Winter,CHEM,CHEM 11200,17,W,1,1.5,1.5,K,K 103,16,0.64
Seminar,0,2016-1Winter,CHEM,CHEM 11200,22,F,1,1,1,K,K 106,16,0.64
Seminar,0,2016-1Winter,CHEM,CHEM 11200,36,W,1,1,1,K,K 106,16,0.64
Seminar,0,2016-1Winter,CHEM,CHEM 33500,1,MWF,3,1,3,K,K 103,14,0.56
Seminar,0,2016-1Winter,CHEM,CHEM 22100,3,F,1,1,1,K,K 103,14,0.56
Seminar,0,2016-1Winter,CHEM,CHEM 10200,25,R,1,1,1,K,K 103,14,0.56
Seminar,0,2016-1Winter,CHEM,CHEM 33300,1,MWF,3,1,3,K,K 103,13,0.52
Seminar,0,2016-1Winter,CHEM,CHEM 12200,43,M,1,1,1,K,K 103,13,0.52
Seminar,0,2016-1Winter,CHEM,CHEM 11200,35,W,1,1,1,K,K 103,13,0.52
Seminar,0,2016-1Winter,PHIL,PHIL 27209,2,F,1,1.5,1.5,HGS,HGS 180,12,0.67
Seminar,0,2016-1Winter,PHIL,PHIL 21600,4,F,1,1,1,HGS,HGS 180,12,0.67
Seminar,0,2016-1Winter,PHIL,PHIL 21410,1,F,1,1,1,HGS,HGS 180,12,0.67
Seminar,0,2016-1Winter,CHEM,CHEM 12200,42,R,1,1,1,K,K 103,12,0.48
Seminar,0,2016-1Winter,CHEM,CHEM 22100,19,W,1,1,1,K,K 103,11,0.44
Seminar,0,2016-1Winter,CHEM,CHEM 12200,,F,1,1,1,K,K 103,11,0.44
Seminar,0,2016-1Winter,CHEM,CHEM 12200,44,T,1,1,1,K,K 103,11,0.44
Seminar,0,2016-1Winter,GEOS,GEOS 28000,1,MW,2,1.5,3,HGS,HGS 513,10,1
Seminar,0,2016-1Winter,CHEM,CHEM 23100,24,T,1,1,1,K,K 106,10,0.4
Seminar,0,2016-1Winter,CHEM,CHEM 22100,11,M,1,1,1,K,K 103,10,0.4
Seminar,0,2016-1Winter,CHEM,CHEM 22100,7,R,1,1,1,K,K 103,9,0.36
Seminar,0,2016-1Winter,CHEM,CHEM 22100,15,T,1,1,1,K,K 103,9,0.36
Seminar,0,2016-1Winter,CHEM,CHEM 22100,8,R,1,1,1,K,K 106,9,0.36
Seminar,0,2016-1Winter,CHEM,CHEM 22100,20,W,1,1,1,K,K 106,9,0.36
Seminar,0,2016-1Winter,CHEM,CHEM 10200,45,W,1,1,1,K,K 103,9,0.36
Seminar,0,2016-1Winter,MATH,MATH 15300,45,MWF,3,1,3,K,K 103,8,0.32
Seminar,0,2016-1Winter,GEOS,GEOS 21005,1,TR,2,1.5,3,HGS,HGS 180,8,0.44
Seminar,0,2016-1Winter,CHEM,CHEM 32300,1,TR,2,1.5,3,K,K 103,8,0.32
Seminar,0,2016-1Winter,CHEM,CHEM 23100,23,M,1,1,1,K,K 106,8,0.32
Seminar,0,2016-1Winter,GEOS,GEOS 23805,1,TR,2,1.5,3,HGS,HGS 180,7,0.39
Seminar,0,2016-1Winter,MATH,MATH 11300,40,MWF,3,1,3,K,K 106,5,0.2
Seminar,0,2016-1Winter,GEOS,GEOS 34500,1,TR,2,1.5,3,HGS,HGS 451,5,1
Seminar,0,2016-1Winter,CHEM,CHEM 23100,21,F,1,1,1,K,K 106,5,0.2
Seminar,0,2016-1Winter,GEOS,GEOS 31400,1,TR,2,1.5,3,HGS,HGS 180,3,0.17
Seminar,0,2016-1Winter,PHIL,PHIL 21410,2,F,1,1,1,HGS,HGS 180,0,1
Seminar,0,2016-1Winter,MATH,MATH 13200,UU,TR,2,1.5,3,HGS,HGS 180,0,1
Seminar,0,2016-1Winter,MATH,MATH 13200,ZZ,TR,2,1.5,3,K,K 103,0,1
Seminar,0,2016-1Winter,MATH,MATH 13200,MM,TR,2,1.5,3,K,K 106,0,1
Seminar,0,2016-1Winter,MATH,MATH 13200,YY,TR,2,1.5,3,K,K 106,0,1
Teaching LabLg,1,2016-1Winter,PHYS,PHYS 13200,3,W,1,4,4,KPTC,KPTC 107,22,1.1
Teaching LabLg,1,2016-1Winter,PHSC,PHSC 13600,8,W,1,1.5,1.5,HGS,HGS 361,22,1.1
Teaching LabLg,1,2016-1Winter,PHYS,PHYS 12200,1,T,1,4,4,KPTC,KPTC 116,21,0.95
Teaching LabLg,1,2016-1Winter,PHYS,PHYS 12200,2,T,1,4,4,KPTC,KPTC 116,21,0.95
Teaching LabLg,1,2016-1Winter,PHYS,PHYS 12200,4,W,1,4,4,KPTC,KPTC 116,21,0.95
Teaching LabLg,1,2016-1Winter,PHYS,PHYS 12200,5,R,1,4,4,KPTC,KPTC 116,21,0.95
Teaching LabLg,1,2016-1Winter,PHSC,PHSC 13600,1,M,1,1.5,1.5,HGS,HGS 361,21,1.05
Teaching LabLg,1,2016-1Winter,PHSC,PHSC 13600,3,M,1,1.5,1.5,HGS,HGS 361,21,1.05
Teaching LabLg,1,2016-1Winter,PHSC,PHSC 13600,5,T,1,1.5,1.5,HGS,HGS 361,21,1.05
Teaching LabLg,1,2016-1Winter,PHSC,PHSC 13600,7,W,1,1.5,1.5,HGS,HGS 361,21,1.05
Teaching LabLg,1,2016-1Winter,PHSC,PHSC 13600,11,R,1,1.5,1.5,HGS,HGS 361,21,1.05
Teaching LabLg,1,2016-1Winter,PHSC,PHSC 13600,14,F,1,1.5,1.5,HGS,HGS 361,21,1.05
Teaching Lab,1,2016-1Winter,PHYS,PHYS 13200,2,W,1,4,4,KPTC,KPTC 107,20,1
Teaching Lab,1,2016-1Winter,PHYS,PHYS 12200,3,W,1,4,4,KPTC,KPTC 116,20,0.91
Teaching Lab,1,2016-1Winter,PHYS,PHYS 12200,6,R,1,4,4,KPTC,KPTC 116,20,0.91
Teaching Lab,1,2016-1Winter,PHYS,PHYS 12200,7,F,1,4,4,KPTC,KPTC 116,20,0.91
Teaching Lab,1,2016-1Winter,PHYS,PHYS 12200,8,F,1,4,4,KPTC,KPTC 116,20,0.91
Teaching Lab,1,2016-1Winter,PHSC,PHSC 13600,10,R,1,1.5,1.5,HGS,HGS 361,20,1
Teaching LabMed,1,2016-1Winter,PHYS,PHYS 13200,1,T,1,4,4,KPTC,KPTC 107,19,0.95
Teaching LabMed,1,2016-1Winter,CHEM,CHEM 11200,,T,1,4,4,K,K 201,19,1.19
Teaching LabMed,1,2016-1Winter,CHEM,CHEM 11200,,W,1,4,4,K,K 201,19,1.19
Teaching LabMed,1,2016-1Winter,CHEM,CHEM 11200,,M,1,4,4,K,K 202,19,1.19
Teaching LabMed,1,2016-1Winter,CHEM,CHEM 11200,,T,1,4,4,K,K 202,19,1.19
Teaching LabMed,1,2016-1Winter,CHEM,CHEM 11200,,W,1,4,4,K,K 202,19,1.19
Teaching LabMed,1,2016-1Winter,CHEM,CHEM 11200,,F,1,4,4,K,K 202,19,1.19
Teaching LabMed,1,2016-1Winter,PHYS,PHYS 13200,4,R,1,4,4,KPTC,KPTC 107,18,0.9
Teaching LabMed,1,2016-1Winter,PHYS,PHYS 13200,15,R,1,4,4,KPTC,KPTC 109,18,0.9
Teaching LabMed,1,2016-1Winter,PHYS,PHYS 13200,16,F,1,4,4,KPTC,KPTC 109,18,0.9
Teaching LabMed,1,2016-1Winter,PHSC,PHSC 13600,2,M,1,1.5,1.5,HGS,HGS 361,18,0.9
Teaching LabMed,1,2016-1Winter,PHSC,PHSC 13600,4,T,1,1.5,1.5,HGS,HGS 361,18,0.9
Teaching LabMed,1,2016-1Winter,CHEM,CHEM 11200,,R,1,4,4,K,K 201,18,1.13
Teaching LabMed,1,2016-1Winter,CHEM,CHEM 11200,,R,1,4,4,K,K 202,18,1.13
Teaching LabMed,1,2016-1Winter,CHEM,CHEM 11200,,M,1,4,4,K,K 211,18,1.13
Teaching LabMed,1,2016-1Winter,CHEM,CHEM 11200,,W,1,4,4,K,K 211,18,1.13
Teaching LabMed,1,2016-1Winter,CHEM,CHEM 11200,,T,1,4,4,K,K 212,18,1.13
Teaching LabMed,1,2016-1Winter,CHEM,CHEM 11200,,W,1,4,4,K,K 212,18,1.13
Teaching LabMed,1,2016-1Winter,CHEM,CHEM 11200,,R,1,4,4,K,K 212,18,1.13
Teaching LabMed,1,2016-1Winter,CHEM,CHEM 11200,33,R,1,4,4,K,K 211,18,1.13
Teaching LabMed,1,2016-1Winter,PHYS,PHYS 13200,6,F,1,4,4,KPTC,KPTC 107,17,0.85
Teaching LabMed,1,2016-1Winter,PHYS,PHYS 13200,14,R,1,4,4,KPTC,KPTC 109,17,0.85
Teaching LabMed,1,2016-1Winter,PHSC,PHSC 13600,9,W,1,1.5,1.5,HGS,HGS 361,17,0.85
Teaching LabMed,1,2016-1Winter,CHEM,CHEM 11200,,M,1,4,4,K,K 201,17,1.06
Teaching LabSm,1,2016-1Winter,PHYS,PHYS 13200,5,R,1,4,4,KPTC,KPTC 107,16,0.8
Teaching LabSm,1,2016-1Winter,PHYS,PHYS 13200,7,F,1,4,4,KPTC,KPTC 107,16,0.8
Teaching LabSm,1,2016-1Winter,PHYS,PHYS 13200,12,T,1,4,4,KPTC,KPTC 109,16,0.8
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 11200,,F,1,4,4,K,K 201,16,1
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 11200,,M,1,4,4,K,K 212,16,1
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 11200,,F,1,4,4,K,K 212,16,1
Teaching LabSm,1,2016-1Winter,PHYS,PHYS 13200,13,W,1,4,4,KPTC,KPTC 109,15,0.75
Teaching LabSm,1,2016-1Winter,PHYS,PHYS 13200,11,T,1,4,4,KPTC,KPTC 109,14,0.7
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 22100,,M,1,4,4,K,K 302,14,0.88
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 22100,,M,1,4,4,K,K 311,14,0.88
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 10200,,T,1,4,4,K,K 211,14,0.88
Teaching LabSm,1,2016-1Winter,PHSC,PHSC 13600,13,F,1,1.5,1.5,HGS,HGS 361,13,0.65
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 22100,,M,1,4,4,K,K 301,13,0.81
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 12200,,W,1,4,4,K,K 205,13,0.81
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 11200,,F,1,4,4,K,K 211,13,0.81
Teaching LabSm,1,2016-1Winter,PHYS,PHYS 14200,3,R,1,4,4,KPTC,KPTC 216,12,0.75
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 12200,,T,1,4,4,K,K 205,12,0.75
Teaching LabSm,1,2016-1Winter,PHYS,PHYS 14200,2,W,1,4,4,KPTC,KPTC 216,11,0.69
Teaching LabSm,1,2016-1Winter,PHYS,PHYS 14200,13,R,1,4,4,KPTC,KPTC 216,11,0.69
Teaching LabSm,1,2016-1Winter,PHYS,PHYS 14200,14,F,1,4,4,KPTC,KPTC 216,11,0.69
Teaching LabSm,1,2016-1Winter,PHYS,PHYS 13200,17,F,1,4,4,KPTC,KPTC 109,11,0.55
Teaching LabSm,1,2016-1Winter,GEOS,GEOS 13200,2,W,1,3,3,HGS,HGS 301,11,0.92
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 22100,,W,1,4,4,K,K 301,11,0.69
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 22100,,F,1,4,4,K,K 301,11,0.69
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 22100,,W,1,4,4,K,K 302,11,0.69
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 22100,,F,1,4,4,K,K 311,11,0.69
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 12200,,R,1,4,4,K,K 205,11,0.69
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 12200,41,M,1,4,4,K,K 205,11,0.69
Teaching LabSm,1,2016-1Winter,PHYS,PHYS 14200,11,T,1,4,4,KPTC,KPTC 216,10,0.63
Teaching LabSm,1,2016-1Winter,PHYS,PHYS 14200,12,W,1,4,4,KPTC,KPTC 216,10,0.63
Teaching LabSm,1,2016-1Winter,GEOS,GEOS 28000,,T,1,1.5,1.5,HGS,HGS 313,10,0.5
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 23100,,R,1,4,4,K,K 312,10,0.63
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 22100,,R,1,4,4,K,K 301,10,0.63
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 22100,,R,1,4,4,K,K 302,10,0.63
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 22100,,F,1,4,4,K,K 302,10,0.63
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 22100,,W,1,4,4,K,K 311,10,0.63
Teaching LabSm,1,2016-1Winter,PHYS,PHYS 14200,4,F,1,4,4,KPTC,KPTC 216,9,0.56
Teaching LabSm,1,2016-1Winter,GEOS,GEOS 36000,,F,1,2,2,HGS,HGS 301,9,0.75
Teaching LabSm,1,2016-1Winter,GEOS,GEOS 36000,1,T,1,1.5,1.5,HGS,HGS 301,9,0.75
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 22100,,T,1,4,4,K,K 301,9,0.56
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 22100,,T,1,4,4,K,K 302,9,0.56
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 22100,,T,1,4,4,K,K 311,9,0.56
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 22100,,R,1,4,4,K,K 311,9,0.56
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 22100,,T,1,4,4,K,K 312,9,0.56
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 22100,,F,1,4,4,K,K 312,9,0.56
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 10200,,F,1,4,4,K,K 205,9,0.56
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 23100,,W,1,4,4,K,K 312,8,0.5
Teaching LabSm,1,2016-1Winter,PHSC,PHSC 11200,1,M,1,3,3,KPTC,KPTC 210,7,0.58
Teaching LabSm,1,2016-1Winter,PHSC,PHSC 11200,2,T,1,3,3,KPTC,KPTC 210,7,0.58
Teaching LabSm,1,2016-1Winter,GEOS,GEOS 13200,1,T,1,3,3,HGS,HGS 301,7,0.58
Teaching LabSm,1,2016-1Winter,PHSC,PHSC 11200,3,W,1,3,3,KPTC,KPTC 210,6,0.5
Teaching LabSm,1,2016-1Winter,PHSC,PHSC 11200,4,R,1,3,3,KPTC,KPTC 210,6,0.5
Teaching LabSm,1,2016-1Winter,PHYS,PHYS 14200,1,T,1,4,4,KPTC,KPTC 216,5,0.31
Teaching LabSm,1,2016-1Winter,CHEM,CHEM 23100,,M,1,4,4,K,K 312,5,0.31
Teaching LabSm,1,2016-1Winter,PHSC,PHSC 13600,6,T,1,1.5,1.5,HGS,HGS 361,0,1
Teaching LabSm,1,2016-1Winter,PHSC,PHSC 13600,12,R,1,1.5,1.5,HGS,HGS 361,0,1
Teaching Lab - Advanced,2,2016-1Winter,CHEM,,,M,1,4,4,J,J 104,12,1
Teaching Lab - Advanced,2,2016-1Winter,CHEM,,,M,1,4,4,K,K 305,12,1
Auditorium,0,2015-3Fall,PHIL,PHIL 20100,0,TR,2,1.5,3,HGS,HGS 101,100,0.93
Auditorium,0,2015-3Fall,PHYS,PHYS 15400,0,MWF,3,1,3,KPTC,KPTC 106,96,0.46
Auditorium,0,2015-3Fall,STAT,STAT 23400,2,TR,2,1.5,3,HGS,HGS 101,84,0.78
Auditorium,0,2015-3Fall,PHYS,PHYS 23500,1,MWF,3,1,3,KPTC,KPTC 120,81,0.81
Auditorium,0,2015-3Fall,SOSC,SOSC 30100,1,MTWRF,5,5,25,K,K 107,76,0.27
Auditorium,0,2015-3Fall,PHYS,PHYS 19700,1,MWF,3,1,3,HGS,HGS 101,76,0.7
Auditorium,0,2015-3Fall,MATH,MATH 53016,1,M,1,2.5,2.5,HGS,HGS 101,76,0.7
Auditorium,0,2015-3Fall,PSYC,PSYC 20500,0,MW,2,1.5,3,HGS,HGS 101,75,0.69
Auditorium,0,2015-3Fall,PHYS,PHYS 21101,1,W,1,1.5,1.5,KPTC,KPTC 120,74,0.74
Auditorium,0,2015-3Fall,PHSC,PHSC 12600,1,TR,2,1.5,3,HGS,HGS 101,72,0.67
LectureXL,0,2015-3Fall,PHYS,PHYS 14100,AA,MWF,3,1,3,KPTC,KPTC 120,51,0.51
LectureXL,0,2015-3Fall,PHYS,PHYS 22100,1,MWF,3,1,3,KPTC,KPTC 120,47,0.47
LectureXL,0,2015-3Fall,ENGL,ENGL 33000,0,R,1,1.5,1.5,K,K 120,47,0.27
LectureXL,0,2015-3Fall,PHYS,PHYS 14100,BB,TR,2,1.5,3,KPTC,KPTC 120,46,0.46
LectureXL,0,2015-3Fall,PBPL,PBPL 28501,1,TR,2,1.5,3,KPTC,KPTC 120,45,0.45
LectureXL,0,2015-3Fall,FINM,FINM 37700,1,F,1,3,3,K,K 120,43,0.25
LectureXL,0,2015-3Fall,CHEM,CHEM 26100,1,MWF,3,1,3,K,K 120,38,0.22
LectureXL,0,2015-3Fall,INST,INST 23101,1,T,1,1.5,1.5,HGS,HGS 101,36,0.33
LectureLg,0,2015-3Fall,MATH,MATH 15300,55,MWF,3,1,3,HGS,HGS 101,29,0.27
LectureLg,0,2015-3Fall,PHYS,PHYS 12100,,M,1,1,1,KPTC,KPTC 120,25,0.25
LectureLg,0,2015-3Fall,PHYS,PHYS 15400,,T,1,1,1,KPTC,KPTC 120,24,0.24
LectureLg,0,2015-3Fall,PHYS,PHYS 13100,,T,1,1,1,KPTC,KPTC 120,24,0.24
LectureLg,0,2015-3Fall,PHSC,PHSC 11100,0,TR,2,1.5,3,KPTC,KPTC 120,24,0.24
LectureLg,0,2015-3Fall,MATH,MATH 15100,45,MWF,3,1,3,HGS,HGS 101,24,0.22
LectureLg,0,2015-3Fall,CHEM,CHEM 23000,0,TR,2,1.5,3,K,K 120,24,0.14
LectureLg,0,2015-3Fall,PHYS,PHYS 13100,,W,1,1,1,KPTC,KPTC 120,22,0.22
LectureLg,0,2015-3Fall,FINM,FINM 39000,1,M,1,2.5,2.5,K,K 120,22,0.13
LectureMed,0,2015-3Fall,SOSC,SOSC 14100,1,T,1,1.5,1.5,K,K 107,19,0.07
LectureMed,0,2015-3Fall,SOSC,SOSC 14100,2,T,1,1.5,1.5,K,K 107,19,0.07
LectureMed,0,2015-3Fall,SOSC,SOSC 14100,3,T,1,1.5,1.5,K,K 107,19,0.07
LectureMed,0,2015-3Fall,SOSC,SOSC 14100,4,T,1,1.5,1.5,K,K 107,19,0.07
